ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	POS
core-wordnet-96			96	common	ADJ
core-wordnet-97			97	common	ADJ
core-wordnet-98			98	common	ADJ
core-wordnet-99			99	comparable	ADJ
core-wordnet-100			100	compatible	ADJ
core-wordnet-101			101	competent	ADJ
core-wordnet-102			102	competitive	ADJ
core-wordnet-103			103	complete	ADJ
core-wordnet-104			104	complex	ADJ
core-wordnet-105			105	comprehensive	ADJ
core-wordnet-106			106	concrete	ADJ
core-wordnet-107			107	confident	ADJ
core-wordnet-108			108	conscious	ADJ
core-wordnet-109			109	conservative	ADJ
core-wordnet-110			110	considerable	ADJ
core-wordnet-111			111	consistent	ADJ
core-wordnet-112			112	constant	ADJ
core-wordnet-113			113	constant	ADJ
core-wordnet-114			114	constitutional	ADJ
core-wordnet-115			115	constructive	ADJ
core-wordnet-116			116	content	ADJ
core-wordnet-117			117	continental	ADJ
core-wordnet-118			118	continuous	ADJ
core-wordnet-119			119	controversial	ADJ
core-wordnet-120			120	convenient	ADJ
core-wordnet-121			121	conventional	ADJ
core-wordnet-122			122	cool	ADJ
core-wordnet-123			123	cool	ADJ
core-wordnet-124			124	cooperative	ADJ
core-wordnet-125			125	corporate	ADJ
core-wordnet-126			126	critical	ADJ
core-wordnet-127			127	critical	ADJ
core-wordnet-128			128	critical	ADJ
core-wordnet-129			129	crude	ADJ
core-wordnet-130			130	crude	ADJ
core-wordnet-131			131	cruel	ADJ
core-wordnet-132			132	cultural	ADJ
core-wordnet-133			133	curious	ADJ
core-wordnet-134			134	current	ADJ
core-wordnet-135			135	cute	ADJ
core-wordnet-136			136	daily	ADJ
core-wordnet-137			137	dangerous	ADJ
core-wordnet-138			138	dark	ADJ
core-wordnet-139			139	dead	ADJ
core-wordnet-140			140	deadly	ADJ
core-wordnet-141			141	deaf	ADJ
core-wordnet-142			142	decisive	ADJ
core-wordnet-143			143	decorative	ADJ
core-wordnet-144			144	deep	ADJ
core-wordnet-145			145	definite	ADJ
core-wordnet-146			146	delicate	ADJ
core-wordnet-147			147	delicate	ADJ
core-wordnet-148			148	democratic	ADJ
core-wordnet-149			149	dependent	ADJ
core-wordnet-150			150	desirable	ADJ
core-wordnet-151			151	different	ADJ
core-wordnet-152			152	difficult	ADJ
core-wordnet-153			153	digital	ADJ
core-wordnet-154			154	diplomatic	ADJ
core-wordnet-155			155	direct	ADJ
core-wordnet-156			156	dirty	ADJ
core-wordnet-157			157	dirty	ADJ
core-wordnet-158			158	discreet	ADJ
core-wordnet-159			159	distant	ADJ
core-wordnet-160			160	distinct	ADJ
core-wordnet-161			161	domestic	ADJ
core-wordnet-162			162	domestic	ADJ
core-wordnet-163			163	dominant	ADJ
core-wordnet-164			164	dramatic	ADJ
core-wordnet-165			165	dry	ADJ
core-wordnet-166			166	due	ADJ
core-wordnet-167			167	dull	ADJ
core-wordnet-168			168	dull	ADJ
core-wordnet-169			169	dynamic	ADJ
core-wordnet-170			170	eager	ADJ
core-wordnet-171			171	early	ADJ
core-wordnet-172			172	easy	ADJ
core-wordnet-173			173	economic	ADJ
core-wordnet-174			174	educational	ADJ
core-wordnet-175			175	effective	ADJ
core-wordnet-176			176	efficient	ADJ
core-wordnet-177			177	electronic	ADJ
core-wordnet-178			178	elegant	ADJ
core-wordnet-179			179	eligible	ADJ
core-wordnet-180			180	articulate	ADJ
core-wordnet-181			181	emotional	ADJ
core-wordnet-182			182	empirical	ADJ
core-wordnet-183			183	empty	ADJ
core-wordnet-184			184	encouraging	ADJ
core-wordnet-185			185	enjoyable	ADJ
core-wordnet-186			186	enthusiastic	ADJ
core-wordnet-187			187	environmental	ADJ
core-wordnet-188			188	equal	ADJ
core-wordnet-189			189	essential	ADJ
core-wordnet-190			190	established	ADJ
core-wordnet-191			191	eternal	ADJ
core-wordnet-192			192	ethical	ADJ
core-wordnet-193			193	ethnic	ADJ
core-wordnet-194			194	even	ADJ
core-wordnet-195			195	even	ADJ
core-wordnet-196			196	exact	ADJ
core-wordnet-197			197	excited	ADJ
core-wordnet-198			198	exciting	ADJ
core-wordnet-199			199	exclusive	ADJ
core-wordnet-200			200	exotic	ADJ
core-wordnet-201			201	exotic	ADJ
core-wordnet-202			202	expected	ADJ
core-wordnet-203			203	expensive	ADJ
core-wordnet-204			204	experienced	ADJ
core-wordnet-205			205	experimental	ADJ
core-wordnet-206			206	explicit	ADJ
core-wordnet-207			207	express	ADJ
core-wordnet-208			208	external	ADJ
core-wordnet-209			209	extinct	ADJ
core-wordnet-210			210	extraordinary	ADJ
core-wordnet-211			211	fair	ADJ
core-wordnet-212			212	faithful	ADJ
core-wordnet-213			213	false	ADJ
core-wordnet-214			214	familiar	ADJ
core-wordnet-215			215	far	ADJ
core-wordnet-216			216	fashionable	ADJ
core-wordnet-217			217	fast	ADJ
core-wordnet-218			218	fastidious	ADJ
core-wordnet-219			219	fat	ADJ
core-wordnet-220			220	favorable	ADJ
core-wordnet-221			221	federal	ADJ
core-wordnet-222			222	feminine	ADJ
core-wordnet-223			223	financial	ADJ
core-wordnet-224			224	fine	ADJ
core-wordnet-225			225	finished	ADJ
core-wordnet-226			226	finished	ADJ
core-wordnet-227			227	first	ADJ
core-wordnet-228			228	first-hand	ADJ
core-wordnet-229			229	flat	ADJ
core-wordnet-230			230	flawed	ADJ
core-wordnet-231			231	flexible	ADJ
core-wordnet-232			232	foolish	ADJ
core-wordnet-233			233	formal	ADJ
core-wordnet-234			234	forward	ADJ
core-wordnet-235			235	fragrant	ADJ
core-wordnet-236			236	frank	ADJ
core-wordnet-237			237	free	ADJ
core-wordnet-238			238	free	ADJ
core-wordnet-239			239	free	ADJ
core-wordnet-240			240	frequent	ADJ
core-wordnet-241			241	fresh	ADJ
core-wordnet-242			242	fresh	ADJ
core-wordnet-243			243	friendly	ADJ
core-wordnet-244			244	frozen	ADJ
core-wordnet-245			245	full	ADJ
core-wordnet-246			246	full	ADJ
core-wordnet-247			247	full-time	ADJ
core-wordnet-248			248	functional	ADJ
core-wordnet-249			249	funny	ADJ
core-wordnet-250			250	general	ADJ
core-wordnet-251			251	generous	ADJ
core-wordnet-252			252	genetic	ADJ
core-wordnet-253			253	genuine	ADJ
core-wordnet-254			254	geological	ADJ
core-wordnet-255			255	glad	ADJ
core-wordnet-256			256	glorious	ADJ
core-wordnet-257			257	good	ADJ
core-wordnet-258			258	good	ADJ
core-wordnet-259			259	gradual	ADJ
core-wordnet-260			260	grand	ADJ
core-wordnet-261			261	graphic	ADJ
core-wordnet-262			262	graphic	ADJ
core-wordnet-263			263	grateful	ADJ
core-wordnet-264			264	great	ADJ
core-wordnet-265			265	great	ADJ
core-wordnet-266			266	green	ADJ
core-wordnet-267			267	gregarious	ADJ
core-wordnet-268			268	handy	ADJ
core-wordnet-269			269	happy	ADJ
core-wordnet-270			270	hard	ADJ
core-wordnet-271			271	harmful	ADJ
core-wordnet-272			272	harsh	ADJ
core-wordnet-273			273	healthy	ADJ
core-wordnet-274			274	heavy	ADJ
core-wordnet-275			275	helpful	ADJ
core-wordnet-276			276	helpless	ADJ
core-wordnet-277			277	high	ADJ
core-wordnet-278			278	hilarious	ADJ
core-wordnet-279			279	historical	ADJ
core-wordnet-280			280	holy	ADJ
core-wordnet-281			281	homosexual	ADJ
core-wordnet-282			282	honest	ADJ
core-wordnet-283			283	honorable	ADJ
core-wordnet-284			284	horizontal	ADJ
core-wordnet-285			285	hostile	ADJ
core-wordnet-286			286	hot	ADJ
core-wordnet-287			287	hot	ADJ
core-wordnet-288			288	huge	ADJ
core-wordnet-289			289	human	ADJ
core-wordnet-290			290	hungry	ADJ
core-wordnet-291			291	ignorant	ADJ
core-wordnet-292			292	illegal	ADJ
core-wordnet-293			293	immune	ADJ
core-wordnet-294			294	imperial	ADJ
core-wordnet-295			295	implicit	ADJ
core-wordnet-296			296	important	ADJ
core-wordnet-297			297	impossible	ADJ
core-wordnet-298			298	impressive	ADJ
core-wordnet-299			299	inadequate	ADJ
core-wordnet-300			300	inappropriate	ADJ
core-wordnet-301			301	incapable	ADJ
core-wordnet-302			302	incongruous	ADJ
core-wordnet-303			303	incredible	ADJ
core-wordnet-304			304	independent	ADJ
core-wordnet-305			305	indigenous	ADJ
core-wordnet-306			306	indirect	ADJ
core-wordnet-307			307	indoor	ADJ
core-wordnet-308			308	industrial	ADJ
core-wordnet-309			309	inevitable	ADJ
core-wordnet-310			310	infinite	ADJ
core-wordnet-311			311	influential	ADJ
core-wordnet-312			312	informal	ADJ
core-wordnet-313			313	inner	ADJ
core-wordnet-314			314	innocent	ADJ
core-wordnet-315			315	insufficient	ADJ
core-wordnet-316			316	integrated	ADJ
core-wordnet-317			317	intellectual	ADJ
core-wordnet-318			318	intense	ADJ
core-wordnet-319			319	interactive	ADJ
core-wordnet-320			320	interesting	ADJ
core-wordnet-321			321	intermediate	ADJ
core-wordnet-322			322	internal	ADJ
core-wordnet-323			323	international	ADJ
core-wordnet-324			324	invisible	ADJ
core-wordnet-325			325	irrelevant	ADJ
core-wordnet-326			326	jealous	ADJ
core-wordnet-327			327	joint	ADJ
core-wordnet-328			328	judicial	ADJ
core-wordnet-329			329	junior	ADJ
core-wordnet-330			330	just	ADJ
core-wordnet-331			331	kind	ADJ
core-wordnet-332			332	large	ADJ
core-wordnet-333			333	last	ADJ
core-wordnet-334			334	late	ADJ
core-wordnet-335			335	latest	ADJ
core-wordnet-336			336	lazy	ADJ
core-wordnet-337			337	left	ADJ
core-wordnet-338			338	legal	ADJ
core-wordnet-339			339	legislative	ADJ
core-wordnet-340			340	liberal	ADJ
core-wordnet-341			341	light	ADJ
core-wordnet-342			342	light	ADJ
core-wordnet-343			343	light	ADJ
core-wordnet-344			344	likely	ADJ
core-wordnet-345			345	limited	ADJ
core-wordnet-346			346	linear	ADJ
core-wordnet-347			347	liquid	ADJ
core-wordnet-348			348	literary	ADJ
core-wordnet-349			349	live	ADJ
core-wordnet-350			350	lively	ADJ
core-wordnet-351			351	logical	ADJ
core-wordnet-352			352	lonely	ADJ
core-wordnet-353			353	long	ADJ
core-wordnet-354			354	long	ADJ
core-wordnet-355			355	loose	ADJ
core-wordnet-356			356	lost	ADJ
core-wordnet-357			357	lost	ADJ
core-wordnet-358			358	loud	ADJ
core-wordnet-359			359	low	ADJ
core-wordnet-360			360	depressed	ADJ
core-wordnet-361			361	loyal	ADJ
core-wordnet-362			362	lucky	ADJ
core-wordnet-363			363	magnetic	ADJ
core-wordnet-364			364	main	ADJ
core-wordnet-365			365	major	ADJ
core-wordnet-366			366	major	ADJ
core-wordnet-367			367	manual	ADJ
core-wordnet-368			368	marine	ADJ
core-wordnet-369			369	married	ADJ
core-wordnet-370			370	mathematical	ADJ
core-wordnet-371			371	mature	ADJ
core-wordnet-372			372	mature	ADJ
core-wordnet-373			373	maximum	ADJ
core-wordnet-374			374	meaningful	ADJ
core-wordnet-375			375	mechanical	ADJ
core-wordnet-376			376	medieval	ADJ
core-wordnet-377			377	memorable	ADJ
core-wordnet-378			378	mental	ADJ
core-wordnet-379			379	middle-class	ADJ
core-wordnet-380			380	mild	ADJ
core-wordnet-381			381	military	ADJ
core-wordnet-382			382	minimum	ADJ
core-wordnet-383			383	minor	ADJ
core-wordnet-384			384	miserable	ADJ
core-wordnet-385			385	mobile	ADJ
core-wordnet-386			386	modern	ADJ
core-wordnet-387			387	modest	ADJ
core-wordnet-388			388	molecular	ADJ
core-wordnet-389			389	monstrous	ADJ
core-wordnet-390			390	monstrous	ADJ
core-wordnet-391			391	monthly	ADJ
core-wordnet-392			392	moral	ADJ
core-wordnet-393			393	moving	ADJ
core-wordnet-394			394	multiple	ADJ
core-wordnet-395			395	municipal	ADJ
core-wordnet-396			396	musical	ADJ
core-wordnet-397			397	mutual	ADJ
core-wordnet-398			398	narrow	ADJ
core-wordnet-399			399	narrow	ADJ
core-wordnet-400			400	national	ADJ
core-wordnet-401			401	native	ADJ
core-wordnet-402			402	necessary	ADJ
core-wordnet-403			403	negative	ADJ
core-wordnet-404			404	negative	ADJ
core-wordnet-405			405	nervous	ADJ
core-wordnet-406			406	nervous	ADJ
core-wordnet-407			407	neutral	ADJ
core-wordnet-408			408	new	ADJ
core-wordnet-409			409	new	ADJ
core-wordnet-410			410	nice	ADJ
core-wordnet-411			411	noble	ADJ
core-wordnet-412			412	noble	ADJ
core-wordnet-413			413	noisy	ADJ
core-wordnet-414			414	normal	ADJ
core-wordnet-415			415	notorious	ADJ
core-wordnet-416			416	nuclear	ADJ
core-wordnet-417			417	obese	ADJ
core-wordnet-418			418	objective	ADJ
core-wordnet-419			419	obscure	ADJ
core-wordnet-420			420	obvious	ADJ
core-wordnet-421			421	occupational	ADJ
core-wordnet-422			422	odd	ADJ
core-wordnet-423			423	offensive	ADJ
core-wordnet-424			424	offensive	ADJ
core-wordnet-425			425	official	ADJ
core-wordnet-426			426	old	ADJ
core-wordnet-427			427	open	ADJ
core-wordnet-428			428	open	ADJ
core-wordnet-429			429	operational	ADJ
core-wordnet-430			430	opposed	ADJ
core-wordnet-431			431	optimistic	ADJ
core-wordnet-432			432	optional	ADJ
core-wordnet-433			433	oral	ADJ
core-wordnet-434			434	ordinary	ADJ
core-wordnet-435			435	organic	ADJ
core-wordnet-436			436	original	ADJ
core-wordnet-437			437	orthodox	ADJ
core-wordnet-438			438	other	ADJ
core-wordnet-439			439	outer	ADJ
core-wordnet-440			440	outside	ADJ
core-wordnet-441			441	painful	ADJ
core-wordnet-442			442	parallel	ADJ
core-wordnet-443			443	paralyzed	ADJ
core-wordnet-444			444	parental	ADJ
core-wordnet-445			445	particular	ADJ
core-wordnet-446			446	particular	ADJ
core-wordnet-447			447	part-time	ADJ
core-wordnet-448			448	passionate	ADJ
core-wordnet-449			449	passive	ADJ
core-wordnet-450			450	past	ADJ
core-wordnet-451			451	patient	ADJ
core-wordnet-452			452	peaceful	ADJ
core-wordnet-453			453	perfect	ADJ
core-wordnet-454			454	permanent	ADJ
core-wordnet-455			455	persistent	ADJ
core-wordnet-456			456	personal	ADJ
core-wordnet-457			457	petty	ADJ
core-wordnet-458			458	philosophical	ADJ
core-wordnet-459			459	physical	ADJ
core-wordnet-460			460	plain	ADJ
core-wordnet-461			461	pleasant	ADJ
core-wordnet-462			462	polite	ADJ
core-wordnet-463			463	political	ADJ
core-wordnet-464			464	poor	ADJ
core-wordnet-465			465	popular	ADJ
core-wordnet-466			466	portable	ADJ
core-wordnet-467			467	positive	ADJ
core-wordnet-468			468	possible	ADJ
core-wordnet-469			469	powerful	ADJ
core-wordnet-470			470	practical	ADJ
core-wordnet-471			471	practical	ADJ
core-wordnet-472			472	precise	ADJ
core-wordnet-473			473	predictable	ADJ
core-wordnet-474			474	pregnant	ADJ
core-wordnet-475			475	premature	ADJ
core-wordnet-476			476	present	ADJ
core-wordnet-477			477	present	ADJ
core-wordnet-478			478	presidential	ADJ
core-wordnet-479			479	primary	ADJ
core-wordnet-480			480	private	ADJ
core-wordnet-481			481	privileged	ADJ
core-wordnet-482			482	productive	ADJ
core-wordnet-483			483	professional	ADJ
core-wordnet-484			484	profound	ADJ
core-wordnet-485			485	progressive	ADJ
core-wordnet-486			486	prolonged	ADJ
core-wordnet-487			487	proper	ADJ
core-wordnet-488			488	proportional	ADJ
core-wordnet-489			489	proud	ADJ
core-wordnet-490			490	provincial	ADJ
core-wordnet-491			491	public	ADJ
core-wordnet-492			492	pure	ADJ
core-wordnet-493			493	pure	ADJ
core-wordnet-494			494	qualified	ADJ
core-wordnet-495			495	quantitative	ADJ
core-wordnet-496			496	quiet	ADJ
core-wordnet-497			497	quiet	ADJ
core-wordnet-498			498	racial	ADJ
core-wordnet-499			499	random	ADJ
core-wordnet-500			500	rare	ADJ
core-wordnet-501			501	rational	ADJ
core-wordnet-502			502	raw	ADJ
core-wordnet-503			503	ready	ADJ
core-wordnet-504			504	real	ADJ
core-wordnet-505			505	real	ADJ
core-wordnet-506			506	realistic	ADJ
core-wordnet-507			507	reasonable	ADJ
core-wordnet-508			508	reckless	ADJ
core-wordnet-509			509	regional	ADJ
core-wordnet-510			510	regular	ADJ
core-wordnet-511			511	related	ADJ
core-wordnet-512			512	related	ADJ
core-wordnet-513			513	relative	ADJ
core-wordnet-514			514	relevant	ADJ
core-wordnet-515			515	reliable	ADJ
core-wordnet-516			516	religious	ADJ
core-wordnet-517			517	representative	ADJ
core-wordnet-518			518	resident	ADJ
core-wordnet-519			519	residential	ADJ
core-wordnet-520			520	respectable	ADJ
core-wordnet-521			521	responsible	ADJ
core-wordnet-522			522	restless	ADJ
core-wordnet-523			523	restricted	ADJ
core-wordnet-524			524	retired	ADJ
core-wordnet-525			525	revolutionary	ADJ
core-wordnet-526			526	rich	ADJ
core-wordnet-527			527	right	ADJ
core-wordnet-528			528	romantic	ADJ
core-wordnet-529			529	rotten	ADJ
core-wordnet-530			530	rotten	ADJ
core-wordnet-531			531	rough	ADJ
core-wordnet-532			532	round	ADJ
core-wordnet-533			533	rural	ADJ
core-wordnet-534			534	sacred	ADJ
core-wordnet-535			535	sad	ADJ
core-wordnet-536			536	safe	ADJ
core-wordnet-537			537	satisfactory	ADJ
core-wordnet-538			538	satisfied	ADJ
core-wordnet-539			539	scientific	ADJ
core-wordnet-540			540	seasonal	ADJ
core-wordnet-541			541	seasonal	ADJ
core-wordnet-542			542	secondary	ADJ
core-wordnet-543			543	secular	ADJ
core-wordnet-544			544	secure	ADJ
core-wordnet-545			545	senior	ADJ
core-wordnet-546			546	sensitive	ADJ
core-wordnet-547			547	separate	ADJ
core-wordnet-548			548	serious	ADJ
core-wordnet-549			549	sexual	ADJ
core-wordnet-550			550	shallow	ADJ
core-wordnet-551			551	shallow	ADJ
core-wordnet-552			552	sharp	ADJ
core-wordnet-553			553	short	ADJ
core-wordnet-554			554	short	ADJ
core-wordnet-555			555	shy	ADJ
core-wordnet-556			556	sick	ADJ
core-wordnet-557			557	similar	ADJ
core-wordnet-558			558	single	ADJ
core-wordnet-559			559	single	ADJ
core-wordnet-560			560	skilled	ADJ
core-wordnet-561			561	slippery	ADJ
core-wordnet-562			562	slow	ADJ
core-wordnet-563			563	small	ADJ
core-wordnet-564			564	smart	ADJ
core-wordnet-565			565	smooth	ADJ
core-wordnet-566			566	social	ADJ
core-wordnet-567			567	socialist	ADJ
core-wordnet-568			568	soft	ADJ
core-wordnet-569			569	soft	ADJ
core-wordnet-570			570	soft	ADJ
core-wordnet-571			571	solar	ADJ
core-wordnet-572			572	solid	ADJ
core-wordnet-573			573	solid	ADJ
core-wordnet-574			574	sophisticated	ADJ
core-wordnet-575			575	sound	ADJ
core-wordnet-576			576	sour	ADJ
core-wordnet-577			577	spatial	ADJ
core-wordnet-578			578	specified	ADJ
core-wordnet-579			579	spontaneous	ADJ
core-wordnet-580			580	square	ADJ
core-wordnet-581			581	stable	ADJ
core-wordnet-582			582	standard	ADJ
core-wordnet-583			583	statistical	ADJ
core-wordnet-584			584	steady	ADJ
core-wordnet-585			585	steep	ADJ
core-wordnet-586			586	sticky	ADJ
core-wordnet-587			587	muggy	ADJ
core-wordnet-588			588	still	ADJ
core-wordnet-589			589	straight	ADJ
core-wordnet-590			590	straight	ADJ
core-wordnet-591			591	strange	ADJ
core-wordnet-592			592	strategic	ADJ
core-wordnet-593			593	strict	ADJ
core-wordnet-594			594	strong	ADJ
core-wordnet-595			595	strong	ADJ
core-wordnet-596			596	strong	ADJ
core-wordnet-597			597	strong	ADJ
core-wordnet-598			598	structural	ADJ
core-wordnet-599			599	stubborn	ADJ
core-wordnet-600			600	stunning	ADJ
core-wordnet-601			601	stupid	ADJ
core-wordnet-602			602	subjective	ADJ
core-wordnet-603			603	subsequent	ADJ
core-wordnet-604			604	successful	ADJ
core-wordnet-605			605	sudden	ADJ
core-wordnet-606			606	sufficient	ADJ
core-wordnet-607			607	superior	ADJ
core-wordnet-608			608	supplementary	ADJ
core-wordnet-609			609	surprised	ADJ
core-wordnet-610			610	surprising	ADJ
core-wordnet-611			611	sweet	ADJ
core-wordnet-612			612	sympathetic	ADJ
core-wordnet-613			613	systematic	ADJ
core-wordnet-614			614	talented	ADJ
core-wordnet-615			615	talkative	ADJ
core-wordnet-616			616	tall	ADJ
core-wordnet-617			617	tasty	ADJ
core-wordnet-618			618	technical	ADJ
core-wordnet-619			619	temporary	ADJ
core-wordnet-620			620	tender	ADJ
core-wordnet-621			621	tender	ADJ
core-wordnet-622			622	tense	ADJ
core-wordnet-623			623	tense	ADJ
core-wordnet-624			624	terminal	ADJ
core-wordnet-625			625	thick	ADJ
core-wordnet-626			626	thick	ADJ
core-wordnet-627			627	thin	ADJ
core-wordnet-628			628	thirsty	ADJ
core-wordnet-629			629	thoughtful	ADJ
core-wordnet-630			630	tidy	ADJ
core-wordnet-631			631	tight	ADJ
core-wordnet-632			632	tired	ADJ
core-wordnet-633			633	tolerant	ADJ
core-wordnet-634			634	tough	ADJ
core-wordnet-635			635	tough	ADJ
core-wordnet-636			636	toxic	ADJ
core-wordnet-637			637	traditional	ADJ
core-wordnet-638			638	transparent	ADJ
core-wordnet-639			639	trivial	ADJ
core-wordnet-640			640	tropical	ADJ
core-wordnet-641			641	true	ADJ
core-wordnet-642			642	typical	ADJ
core-wordnet-643			643	ugly	ADJ
core-wordnet-644			644	ultimate	ADJ
core-wordnet-645			645	unanimous	ADJ
core-wordnet-646			646	unaware	ADJ
core-wordnet-647			647	uncomfortable	ADJ
core-wordnet-648			648	uneasy	ADJ
core-wordnet-649			649	unemployed	ADJ
core-wordnet-650			650	unexpected	ADJ
core-wordnet-651			651	unfair	ADJ
core-wordnet-652			652	unfortunate	ADJ
core-wordnet-653			653	uniform	ADJ
core-wordnet-654			654	unique	ADJ
core-wordnet-655			655	global	ADJ
core-wordnet-656			656	unlawful	ADJ
core-wordnet-657			657	unlike	ADJ
core-wordnet-658			658	unlikely	ADJ
core-wordnet-659			659	unpleasant	ADJ
core-wordnet-660			660	urban	ADJ
core-wordnet-661			661	useful	ADJ
core-wordnet-662			662	useless	ADJ
core-wordnet-663			663	usual	ADJ
core-wordnet-664			664	vacant	ADJ
core-wordnet-665			665	vague	ADJ
core-wordnet-666			666	vain	ADJ
core-wordnet-667			667	valid	ADJ
core-wordnet-668			668	valuable	ADJ
core-wordnet-669			669	varied	ADJ
core-wordnet-670			670	verbal	ADJ
core-wordnet-671			671	vertical	ADJ
core-wordnet-672			672	viable	ADJ
core-wordnet-673			673	vicious	ADJ
core-wordnet-674			674	vigorous	ADJ
core-wordnet-675			675	violent	ADJ
core-wordnet-676			676	visible	ADJ
core-wordnet-677			677	visual	ADJ
core-wordnet-678			678	vocational	ADJ
core-wordnet-679			679	voluntary	ADJ
core-wordnet-680			680	vulnerable	ADJ
core-wordnet-681			681	warm	ADJ
core-wordnet-682			682	warm	ADJ
core-wordnet-683			683	weak	ADJ
core-wordnet-684			684	weekly	ADJ
core-wordnet-685			685	welcome	ADJ
core-wordnet-686			686	well	ADJ
core-wordnet-687			687	wet	ADJ
core-wordnet-688			688	white	ADJ
core-wordnet-689			689	white	ADJ
core-wordnet-690			690	whole	ADJ
core-wordnet-691			691	wild	ADJ
core-wordnet-692			692	wild	ADJ
core-wordnet-693			693	wise	ADJ
core-wordnet-694			694	written	ADJ
core-wordnet-695			695	wrong	ADJ
core-wordnet-696			696	wrong	ADJ
core-wordnet-697			697	young	ADJ
core-wordnet-698			698	abbey	NOUN
core-wordnet-699			699	ability	NOUN
core-wordnet-700			700	abortion	NOUN
core-wordnet-701			701	absence	NOUN
core-wordnet-702			702	absorption	NOUN
core-wordnet-703			703	absorption	NOUN
core-wordnet-704			704	absorption	NOUN
core-wordnet-705			705	abuse	NOUN
core-wordnet-706			706	abuse	NOUN
core-wordnet-707			707	academy	NOUN
core-wordnet-708			708	accent	NOUN
core-wordnet-709			709	acceptance	NOUN
core-wordnet-710			710	access	NOUN
core-wordnet-711			711	access	NOUN
